raceId,driverId,stop,lap,time,duration,milliseconds
1101,842,1,5,15:13:22,20.235,20235
1101,822,1,6,15:15:14,20.967,20967
1101,848,1,7,15:16:57,21.103,21103
1101,852,1,8,15:18:43,20.497,20497
1101,857,1,8,15:18:44,20.902,20902
1101,858,1,8,15:18:50,21.015,21015
1101,1,1,9,15:20:23,20.324,20324
1101,846,1,9,15:20:27,20.346,20346
1101,830,1,10,15:22:00,20.707,20707
1101,825,1,10,15:22:35,30.951,30951
1101,815,1,11,15:24:20,20.389,20389
1101,844,1,11,15:24:25,21.126,21126
1101,832,1,11,15:24:33,21.970,21970
1101,4,1,11,15:24:35,23.148,23148
1101,847,1,11,15:24:42,20.459,20459
1101,840,1,11,15:24:42,23.161,23161
1101,855,1,11,15:25:01,22.247,22247
1101,822,2,12,15:27:47,22.354,22354
1101,842,2,23,15:48:15,21.169,21169
1101,822,3,34,16:08:14,21.012,21012
1101,847,2,49,16:34:10,21.389,21389
1101,807,1,49,16:34:47,24.748,24748
1101,839,1,50,16:36:20,20.367,20367
